name;type;status;date;genres;score;members;rank;popularity;image;quantity
Mai-Otome 0: S.ifrMy-Otome 0: S.ifr;OVA;Finished Airing;Feb 21, 2008 to Nov 21, 2008;Sci-Fi;7.40;N/A;1930;4262;N/A;3
Mai-Otome Special: Otome no Inori;Special;Finished Airing;Mar 26, 2010;School, Slice of Life;6.36;N/A;6506;7839;https://cdn.myanimelist.net/images/anime/6/23015.jpg;1
Mai-Otome Specials;Special;Finished Airing;Jan 27, 2006 to Sep 26, 2006;Fantasy, Magic, Comedy, Drama;7.00;N/A;3624;6030;https://cdn.myanimelist.net/images/anime/3/27410.jpg;9
Mai-Otome ZweiMy-Otome Zwei;OVA;Finished Airing;Nov 24, 2006 to Aug 24, 2007;Action, Magic;7.28;N/A;2446;3773;N/A;4
Mai-Otome Zwei Special;Special;Finished Airing;Mar 4, 2008;Magic;6.71;N/A;4803;7490;https://cdn.myanimelist.net/images/anime/9/13750.jpg;1
Maicching Machiko-senseiMiss Machiko;TV;Finished Airing;Oct 8, 1981 to Oct 6, 1983;Comedy, Ecchi, School;6.26;N/A;6977;8053;N/A;95
Maid Ane;OVA;Finished Airing;Aug 19, 2011 to Dec 16, 2011;Hentai;6.14;N/A;N/A;7688;https://cdn.myanimelist.net/images/anime/1848/104263.jpg;2
Maid in Heaven SuperSMaid in Heaven;OVA;Finished Airing;Oct 28, 2005 to Nov 25, 2005;Hentai;6.44;N/A;N/A;5533;N/A;2
Maid Meshimase;OVA;Finished Airing;Dec 1, 2001;Hentai;4.76;956;N/A;10331;https://cdn.myanimelist.net/images/anime/9/11034.jpg;1
Maid no Yakata: Zetsubou-hen;OVA;Finished Airing;Sep 6, 2002 to Dec 13, 2002;Hentai;5.51;N/A;N/A;8668;https://cdn.myanimelist.net/images/anime/3/10153.jpg;2
Maid of the Dead;ONA;Finished Airing;Oct 7, 2013;Comedy, Horror;4.08;N/A;10712;7474;https://cdn.myanimelist.net/images/anime/2/55013.jpg;1
Maid-san to Boin Damashii;OVA;Finished Airing;Jul 3, 2015 to Aug 7, 2015;Harem, Hentai;5.61;N/A;N/A;7173;https://cdn.myanimelist.net/images/anime/1184/104289.jpg;2
Maido! Urayasu Tekkin Kazoku;TV;Finished Airing;Jul 6, 2014 to Dec 28, 2014;Comedy, Shounen;6.22;742;7155;10893;https://cdn.myanimelist.net/images/anime/3/65115.jpg;25
Maids in Dream;OVA;Finished Airing;Jul 25, 2003 to Dec 25, 2003;Hentai;5.73;N/A;N/A;8635;https://cdn.myanimelist.net/images/anime/11/7383.jpg;2
Maihime;OVA;Finished Airing;Aug 1, 2006;Historical, Drama, Romance;6.78;N/A;4505;9145;https://cdn.myanimelist.net/images/anime/5/13677.jpg;1
Maiko-san Chi no Makanai-san;TV;Not yet aired;Feb, 2021 to ?;Slice of Life, Comedy, Shounen;N/A;855;N/A;10592;https://cdn.myanimelist.net/images/anime/1483/107591.jpg;N/A
Main Actor;Music;Finished Airing;Feb 21, 2018;Music;7.27;N/A;2474;8951;https://cdn.myanimelist.net/images/anime/1165/99728.jpg;1
Mainichi ga Nichiyoubi;OVA;Finished Airing;Sep 10, 1990 to Oct 25, 1992;Comedy, Police, Romance;6.19;N/A;7290;9596;https://cdn.myanimelist.net/images/anime/3/62363.jpg;6
Mainichi JK Kikaku;Unknown;Not yet aired;Not available;School;N/A;N/A;N/A;6142;https://cdn.myanimelist.net/images/anime/9/87015.jpg;N/A
Mainichi JK Kikaku Episode 0;Special;Not yet aired;Not available;School;N/A;N/A;N/A;8853;https://cdn.myanimelist.net/images/anime/12/87014.jpg;1
Mainichi KaasanKaasan: Mom's Life;TV;Finished Airing;Apr 1, 2009 to Mar 25, 2012;Slice of Life, Comedy;7.34;N/A;2175;8035;N/A;142
Mairimashita! Iruma-kunWelcome to Demon School! Iruma-kun;TV;Finished Airing;Oct 5, 2019 to Mar 7, 2020;Comedy, Demons, Supernatural, Fantasy, School, Shounen;7.72;N/A;992;817;N/A;23
Mairimashita! Iruma-kun 2nd Season;TV;Not yet aired;Apr, 2021 to ?;Comedy, Demons, Supernatural, Fantasy, School, Shounen;N/A;N/A;N/A;2698;https://cdn.myanimelist.net/images/anime/1107/109073.jpg;N/A
Maison Ikkoku;TV;Finished Airing;Mar 26, 1986 to Mar 2, 1988;Slice of Life, Comedy, Drama, Romance, Seinen;8.19;N/A;311;2220;https://cdn.myanimelist.net/images/anime/6/17576.jpg;96
Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki;OVA;Finished Airing;May 21, 1991;Comedy, Drama, Romance, Seinen;6.94;N/A;3851;6886;https://cdn.myanimelist.net/images/anime/3/4678.jpg;1
Maison Ikkoku: Kanketsu-hen;Movie;Finished Airing;Feb 6, 1988;Comedy, Drama, Romance, Seinen;7.24;N/A;2606;6149;https://cdn.myanimelist.net/images/anime/2/27059.jpg;1
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...Maison Ikkoku: Prelude, When the Cherry Blossoms in the Springtime Return;Special;Finished Airing;Jun 25, 1992;Comedy, Drama, Romance, Seinen;6.79;N/A;4455;7682;N/A;1
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de;OVA;Finished Airing;Dec 21, 1988;Comedy, Drama, Romance, Seinen;6.98;N/A;3699;8021;https://cdn.myanimelist.net/images/anime/11/30539.jpg;1
Maji;OVA;Finished Airing;Feb 3, 1990 to Dec 13, 1991;Drama, Shounen;N/A;299;15172;13196;https://cdn.myanimelist.net/images/anime/12/54431.jpg;3
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo;TV;Finished Airing;Jul 31, 2012 to Nov 16, 2012;Comedy, Magic;5.28;N/A;9932;6458;https://cdn.myanimelist.net/images/anime/4/39693.jpg;12
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV;TV;Finished Airing;Jul 6, 2013 to Sep 7, 2013;Comedy, Magic;5.35;N/A;9809;7829;https://cdn.myanimelist.net/images/anime/7/51505.jpg;10
Maji de Watashi ni Koi Shinasai!Majikoi: Oh! Samurai Girls;TV;Finished Airing;Oct 2, 2011 to Dec 18, 2011;Harem, Comedy, Super Power, Romance, Ecchi, Martial Arts, School;6.80;N/A;4425;601;N/A;12
Majime ni Fumajime Kaiketsu Zorori;TV;Finished Airing;Feb 13, 2005 to Jan 28, 2007;Adventure, Kids;6.70;856;4867;10546;https://cdn.myanimelist.net/images/anime/10/31033.jpg;97
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen;Movie;Finished Airing;Mar 11, 2006;Adventure, Comedy;6.41;499;6268;11854;https://cdn.myanimelist.net/images/anime/5/29990.jpg;1
Majimoji RurumoMagimoji Rurumo;TV;Finished Airing;Jul 9, 2014 to Sep 24, 2014;Comedy, Magic, Ecchi, Fantasy, School, Shounen;6.86;N/A;4177;1874;N/A;12
Majimoji Rurumo: Kanketsu-hen;OVA;Finished Airing;Jul 9, 2019;Magic, Romance, Ecchi, Fantasy, Shounen;7.43;N/A;1798;5689;https://cdn.myanimelist.net/images/anime/1783/95193.jpg;2
Majin Bone;TV;Finished Airing;Apr 1, 2014 to Mar 31, 2015;Game;6.68;N/A;4970;5043;https://cdn.myanimelist.net/images/anime/1490/90396.jpg;52
Majin Sentai Death Ranger: Ubawareta Pudding!;ONA;Finished Airing;Sep 18, 2014;Action, Comedy;N/A;258;15173;13696;https://cdn.myanimelist.net/images/anime/8/72096.jpg;1
Majin Tantei Nougami NeuroNeuro: Supernatural Detective;TV;Finished Airing;Oct 3, 2007 to Mar 26, 2008;Mystery, Comedy, Demons, Supernatural, Shounen;7.63;N/A;1188;1960;N/A;25
Majo demo Steady;OVA;Finished Airing;Sep 5, 1986;Comedy, Magic, Romance, Ecchi;5.17;834;10110;10603;https://cdn.myanimelist.net/images/anime/7/24678.jpg;1
Majo Minarai wo Sagashite;Movie;Finished Airing;Nov 13, 2020;Comedy, Magic, Shoujo;N/A;N/A;15174;5805;https://cdn.myanimelist.net/images/anime/1732/106488.jpg;1
Majo no TabitabiThe Journey of Elaina;TV;Currently Airing;Oct 2, 2020 to Dec 19, 2020;Adventure, Fantasy;7.57;N/A;1370;1155;N/A;12
Majo no TakkyuubinKiki's Delivery Service;Movie;Finished Airing;Jul 29, 1989;Adventure, Comedy, Drama, Magic, Romance, Fantasy;8.25;N/A;257;346;N/A;1
Majokko Club Yoningumi: A Kuukan kara no Alien X;OVA;Finished Airing;Jul 28, 1987;Action, Parody, Magic, Comedy, Sci-Fi;5.77;880;8768;10501;https://cdn.myanimelist.net/images/anime/1252/104688.jpg;1
Majokko Megu-chan;TV;Finished Airing;Apr 1, 1974 to Sep 29, 1975;Magic, Shoujo;6.66;N/A;5064;8305;https://cdn.myanimelist.net/images/anime/4/53681.jpg;72
Majokko Shimai no Yoyo to NeneMagical Sisters Yoyo & Nene;Movie;Finished Airing;Dec 28, 2013;Fantasy, Magic;7.46;N/A;1716;4119;N/A;1
Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu;Special;Finished Airing;Jun 25, 2014;Music;6.07;N/A;7817;9505;https://cdn.myanimelist.net/images/anime/11/64181.jpg;1
Majokko Tickle;TV;Finished Airing;Mar 6, 1978 to Jan 29, 1979;Magic, Comedy, Shoujo;6.14;938;7516;10368;https://cdn.myanimelist.net/images/anime/3/6935.jpg;45
Majokko Tsukune-chan;OVA;Finished Airing;Aug 24, 2005 to Jan 25, 2006;Comedy, Magic, Seinen;6.64;N/A;5179;8141;https://cdn.myanimelist.net/images/anime/2/2904.jpg;6
Major 2nd;Special;Finished Airing;Jul 11, 2016;Sports, Shounen;6.64;N/A;5180;8456;https://cdn.myanimelist.net/images/anime/11/77548.jpg;1
Major 2nd (TV);TV;Finished Airing;Apr 7, 2018 to Sep 22, 2018;Comedy, Drama, Shounen, Sports;7.52;N/A;1528;3306;https://cdn.myanimelist.net/images/anime/1066/90145.jpg;25
Major 2nd (TV) 2nd Season;TV;Finished Airing;Apr 4, 2020 to Nov 7, 2020;Comedy, Sports, Drama, Shounen;7.69;N/A;1049;4517;https://cdn.myanimelist.net/images/anime/1025/105319.jpg;25
Major Movie: Yuujou no Winning Shot;Movie;Finished Airing;Dec 13, 2008;Action, Sports, Shounen;8.02;N/A;513;3857;https://cdn.myanimelist.net/images/anime/10/75221.jpg;1
Major S1;TV;Finished Airing;Nov 13, 2004 to May 21, 2005;Comedy, Sports, Drama, Shounen;8.29;N/A;227;1630;https://cdn.myanimelist.net/images/anime/13/73973.jpg;26
Major S2;TV;Finished Airing;Dec 10, 2005 to Jun 10, 2006;Comedy, Drama, Shounen, Sports;8.26;N/A;252;2012;https://cdn.myanimelist.net/images/anime/6/73972.jpg;26
Major S3;TV;Finished Airing;Jan 6, 2007 to Jun 30, 2007;Drama, Shounen, Sports;8.28;N/A;240;2060;https://cdn.myanimelist.net/images/anime/9/73971.jpg;26
Major S4;TV;Finished Airing;Jan 5, 2008 to Jun 28, 2008;Comedy, Drama, Shounen, Sports;8.25;N/A;258;2148;https://cdn.myanimelist.net/images/anime/9/75217.jpg;26
Major S5;TV;Finished Airing;Jan 10, 2009 to Jun 27, 2009;Comedy, Drama, Romance, Shounen, Sports;8.46;N/A;111;2040;https://cdn.myanimelist.net/images/anime/9/75218.jpg;25
Major S6;TV;Finished Airing;Apr 3, 2010 to Sep 25, 2010;Comedy, Drama, Shounen, Sports;8.39;N/A;162;2218;https://cdn.myanimelist.net/images/anime/2/75216.jpg;25
Major: Message;OVA;Finished Airing;Dec 17, 2010;Comedy, Drama, Shounen, Sports;8.22;N/A;290;3242;https://cdn.myanimelist.net/images/anime/11/75219.jpg;1
Major: World Series;OVA;Finished Airing;Dec 16, 2011 to Jan 18, 2012;Comedy, Drama, Shounen, Sports;8.36;N/A;179;2964;https://cdn.myanimelist.net/images/anime/5/75220.jpg;2
Majutsushi OrphenOrphen;TV;Finished Airing;Oct 3, 1998 to Mar 27, 1999;Action, Adventure, Comedy, Demons, Fantasy, Magic;7.18;N/A;2851;2685;N/A;24
Majutsushi Orphen Hagure TabiSorcerous Stabber Orphen;TV;Finished Airing;Jan 7, 2020 to Mar 31, 2020;Action, Adventure, Drama, Magic, Martial Arts, Fantasy;5.79;N/A;8718;2348;N/A;13
Majutsushi Orphen Hagure Tabi: Kimluck-hen;TV;Not yet aired;Jan 20, 2021 to ?;Action, Adventure, Drama, Magic, Martial Arts, Fantasy;N/A;N/A;N/A;7441;https://cdn.myanimelist.net/images/anime/1079/109621.jpg;N/A
Majutsushi Orphen Hagure Tabi: Tennin no IsanSorcerous Stabber Orphen: Celestial Artifacts;Special;Finished Airing;May 8, 2020;Action, Adventure, Drama, Magic, Martial Arts, Fantasy;6.12;N/A;7599;6070;N/A;1
Majutsushi Orphen: RevengeOrphen 2: Revenge;TV;Finished Airing;Oct 2, 1999 to Mar 26, 2000;Adventure, Comedy, Fantasy, Magic, Shounen;6.83;N/A;4273;4116;N/A;23
Majuu Jouka Shoujo Utea;OVA;Finished Airing;Dec 11, 2015 to Jun 9, 2017;Hentai;6.73;N/A;N/A;6132;https://cdn.myanimelist.net/images/anime/1835/104264.jpg;4
Majuu Sensen;OVA;Finished Airing;Oct 1, 1990;Action, Fantasy;6.03;891;7986;10472;https://cdn.myanimelist.net/images/anime/3/25037.jpg;3
Majuu Sensen: The ApocalypseBeast Fighter: The Apocalypse;TV;Finished Airing;Feb 23, 2003 to May 18, 2003;Action, Super Power, Demons, Supernatural, Shounen;5.40;N/A;9707;8910;N/A;13
Majuu Senshi Luna Varga;OVA;Finished Airing;Mar 20, 1991 to Sep 20, 1991;Adventure, Comedy, Ecchi, Fantasy, Magic;5.88;N/A;8457;9542;https://cdn.myanimelist.net/images/anime/9/29832.jpg;4
Makai Kishi Ingrid;OVA;Finished Airing;Jun 20, 2009 to Aug 26, 2010;Hentai, Demons, Martial Arts, Fantasy;6.99;N/A;N/A;4662;https://cdn.myanimelist.net/images/anime/1526/104265.jpg;4
Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi;OVA;Finished Airing;Nov 23, 2018;Hentai, Demons, Martial Arts, Fantasy;5.93;N/A;N/A;8714;https://cdn.myanimelist.net/images/anime/1246/104266.jpg;1
Makai Ouji: Devils and RealistDevils and Realist;TV;Finished Airing;Jul 8, 2013 to Sep 23, 2013;Mystery, Comedy, Historical, Demons, Supernatural, Fantasy, School, Josei;7.07;N/A;3337;1393;N/A;12
Makai Senki DisgaeaDisgaea;TV;Finished Airing;Apr 5, 2006 to Jun 21, 2006;Action, Comedy, Demons, Fantasy, Magic;6.76;N/A;4596;2511;N/A;12
Makai Senki Disgaea: Welcome to Netherworld;Special;Finished Airing;Feb 23, 2006;Action, Comedy, Demons, Magic, Fantasy;6.76;N/A;4597;6646;https://cdn.myanimelist.net/images/anime/7/24187.jpg;1
Makai Tenshi DjibrilJiburiru: The Devil Angel;OVA;Finished Airing;Nov 26, 2004 to Jun 24, 2005;Hentai;6.48;N/A;N/A;5193;N/A;4
Makai Tenshi Djibril 3;OVA;Finished Airing;Sep 25, 2009 to Feb 19, 2010;Fantasy, Harem, Hentai, School, Supernatural;6.22;N/A;N/A;6610;https://cdn.myanimelist.net/images/anime/2/16872.jpg;2
Makai Tenshi Djibril: Episode 2Jiburiru: Second Coming;OVA;Finished Airing;May 25, 2007 to Jan 25, 2009;Hentai, Magic, Super Power;6.51;N/A;N/A;6191;N/A;4
Makai TenshouNinja Resurrection;OVA;Finished Airing;Feb 27, 1998 to Mar 27, 1998;Action, Supernatural, Samurai, Historical;5.23;N/A;10023;5915;N/A;2
Makai Toshi ShinjukuDemon City Shinjuku;OVA;Finished Airing;Oct 25, 1988;Adventure, Horror, Romance, Shounen, Supernatural;6.17;N/A;7373;4117;N/A;1
Makaryuudo Demon Hunter;OVA;Finished Airing;Nov 8, 1989;Supernatural, Demons;5.40;N/A;9708;8998;https://cdn.myanimelist.net/images/anime/11/69053.jpg;1
Makasete Iruka!;OVA;Finished Airing;Jun 10, 2004;Action, Comedy, School;6.20;N/A;7262;9377;https://cdn.myanimelist.net/images/anime/9/3778.jpg;1
Makehen de! Roku-nen San-kumi no Hanshin Daishinsai;OVA;Finished Airing;1996;Drama, Historical, Kids;N/A;96;15175;16541;https://cdn.myanimelist.net/images/anime/11/68957.jpg;1
makemagic;Music;Finished Airing;Oct, 2011;Music, Fantasy;5.41;508;9675;11806;https://cdn.myanimelist.net/images/anime/8/77602.jpg;1
Maken Liner 0011 Henshin Seyo!;Movie;Finished Airing;Jul 16, 1972;Action, Mecha, Sci-Fi;5.55;564;9348;11568;https://cdn.myanimelist.net/images/anime/9/31287.jpg;1
Maken no Hime wa Ero Ero Desu;OVA;Currently Airing;Oct 26, 2018 to ?;Hentai, Fantasy;6.37;N/A;N/A;8002;https://cdn.myanimelist.net/images/anime/1502/93336.jpg;N/A
Maken-Ki!;TV;Finished Airing;Oct 5, 2011 to Dec 21, 2011;Action, Ecchi, Harem, Martial Arts, School, Super Power;6.43;N/A;6173;656;https://cdn.myanimelist.net/images/anime/2/75234.jpg;12
Maken-Ki! OVA;OVA;Finished Airing;Mar 1, 2012 to Sep 25, 2013;Action, Ecchi, Harem, Martial Arts, School, Super Power;6.66;N/A;5065;2314;https://cdn.myanimelist.net/images/anime/7/36929.jpg;2
Maken-Ki! SpecialsMaken-ki! Secret Training;Special;Finished Airing;Dec 21, 2011 to May 25, 2012;Ecchi, Sports;6.21;N/A;7186;3270;N/A;6
Maken-Ki! Two;TV;Finished Airing;Jan 16, 2014 to Mar 20, 2014;Action, Harem, Super Power, Ecchi, Martial Arts, School;6.21;N/A;7187;1246;https://cdn.myanimelist.net/images/anime/10/58191.jpg;10
Maken-Ki! Two Specials;Special;Finished Airing;Mar 28, 2014 to Jul 25, 2014;Ecchi;6.23;N/A;7097;3753;https://cdn.myanimelist.net/images/anime/7/62209.jpg;5
Makeruna! Makendou;OVA;Finished Airing;Mar 25, 1995;Magic, Comedy, Shounen;5.70;N/A;8965;10200;https://cdn.myanimelist.net/images/anime/2/53189.jpg;1
Makeruna! Senta: Sayonara Ijime Mushi;OVA;Finished Airing;1997;Drama, Kids;N/A;104;15176;16380;https://cdn.myanimelist.net/images/anime/7/74561.jpg;1
Makeruna!! Aku no Gundan!;TV;Finished Airing;Apr 5, 2017 to Jun 21, 2017;Comedy, Shounen;5.33;N/A;9848;9138;https://cdn.myanimelist.net/images/anime/8/84731.jpg;12
Maki to Kanta to Jiijii to.Firewood, Kanta and Granpa;Movie;Finished Airing;2012;Drama;N/A;66;15177;16922;N/A;1
Maki-chan to Now.;OVA;Finished Airing;Feb 24, 2012 to Dec 26, 2014;Hentai;7.44;N/A;N/A;3414;https://cdn.myanimelist.net/images/anime/7/85630.jpg;4
Makiba no Shoujo KatriKatri, Girl of the Meadows;TV;Finished Airing;Jan 8, 1984 to Dec 23, 1984;Adventure, Drama, Historical, Slice of Life;6.89;N/A;4051;8091;N/A;49
Makiba no Shoujo Katri Specials;Special;Finished Airing;Apr 14, 2001 to Apr 15, 2001;Adventure, Slice of Life, Historical, Drama;N/A;258;15178;13679;https://cdn.myanimelist.net/images/anime/11/64133.jpg;2
Makkuramori no Uta;Music;Finished Airing;Aug 1, 1985;Music, Kids;5.78;250;8754;13807;https://cdn.myanimelist.net/images/anime/9/57217.jpg;1
Makkuro na Obentou;Movie;Finished Airing;Jun 12, 1990;Drama, Historical;N/A;297;15179;13203;https://cdn.myanimelist.net/images/anime/12/53839.jpg;1
Mako-chan no Koutsuu Anzen;Movie;Finished Airing;1971;Drama, Kids;N/A;141;15180;15621;https://cdn.myanimelist.net/images/anime/8/77373.jpg;1
Makoto-chan;Movie;Finished Airing;Jul 26, 1980;Comedy;N/A;416;15181;12315;https://cdn.myanimelist.net/images/anime/1641/109775.jpg;1
Maku;Movie;Finished Airing;Aug 25, 2014;Music, Dementia;N/A;295;15182;13238;https://cdn.myanimelist.net/images/anime/7/88832.jpg;1
Makura no Danshi;TV;Finished Airing;Jul 14, 2015 to Sep 29, 2015;Slice of Life;4.53;N/A;10635;2791;https://cdn.myanimelist.net/images/anime/11/75142.jpg;12
Makura no Danshi: Sono Ato no Makura no Danshi;Special;Finished Airing;Nov 27, 2015;Slice of Life;5.10;N/A;10230;8277;https://cdn.myanimelist.net/images/anime/11/75880.jpg;1
Makyou Densetsu Acrobunch;TV;Finished Airing;May 5, 1982 to Dec 24, 1982;Mecha, Sci-Fi, Shounen;6.06;804;7873;10700;https://cdn.myanimelist.net/images/anime/11/39313.jpg;24
Makyou Gaiden Le DeusLadius;OVA;Finished Airing;Dec 1, 1987;Action, Adventure, Mecha, Sci-Fi;5.61;N/A;9190;9395;N/A;1
Makyuu SenjouDark Warrior;OVA;Finished Airing;Mar 22, 1991 to May 25, 1991;Action, Sci-Fi;5.12;782;10205;10761;N/A;2
Malay Oki KaisenThe Battle of the Malay Sea;Movie;Finished Airing;1943;Historical, Military;5.51;285;9451;13359;N/A;1
Malice@Doll;OVA;Finished Airing;Apr 27, 2001 to Jun 22, 2001;Horror, Psychological, Sci-Fi;5.87;N/A;8476;7330;https://cdn.myanimelist.net/images/anime/1277/106345.jpg;3
Malta no Bouken;TV;Finished Airing;2014;Kids, Slice of Life;N/A;116;15183;16126;https://cdn.myanimelist.net/images/anime/1261/92048.jpg;12
Malta no Bouken Season 2;TV;Finished Airing;2015;Kids;N/A;65;15184;16929;https://cdn.myanimelist.net/images/anime/1572/93453.jpg;12
Malta no Bouken Season 3;TV;Finished Airing;May 5, 2017 to Jul 21, 2017;Adventure, Kids;N/A;72;15185;16862;https://cdn.myanimelist.net/images/anime/1235/93452.jpg;12
Malta no Kamishibai;ONA;Currently Airing;Aug 1, 2018 to ?;Kids;N/A;77;15186;16808;https://cdn.myanimelist.net/images/anime/1397/95953.jpg;N/A
Malta no Utaou;Music;Currently Airing;Jun 13, 2019 to ?;Kids, Music;N/A;63;15187;16954;https://cdn.myanimelist.net/images/anime/1589/102326.jpg;N/A
MaMa;OVA;Finished Airing;Jun 30, 1997 to Jul 20, 1997;Hentai;5.30;N/A;N/A;9792;https://cdn.myanimelist.net/images/anime/6/51351.jpg;2
Mama ga Hakuchou Datta hi;Music;Finished Airing;Dec 1, 1990;Kids, Music;N/A;101;15188;16454;https://cdn.myanimelist.net/images/anime/1199/101189.jpg;1
Mama Gomennasai;Music;Finished Airing;Aug 6, 1964;Music, Kids;N/A;119;15189;16063;https://cdn.myanimelist.net/images/anime/4/87806.jpg;1
Mama no Earring;Music;Finished Airing;Oct 2, 1990;Music, Kids;N/A;101;15190;16455;https://cdn.myanimelist.net/images/anime/10/87807.jpg;1
Mama no Kekkon;Music;Finished Airing;Jun 1, 2002;Music, Kids;N/A;94;15191;16572;https://cdn.myanimelist.net/images/anime/7/87808.jpg;1
Mama Ohanashi Kikasete;TV;Finished Airing;May 9, 1987 to Sep 19, 1988;Fantasy, Kids;N/A;156;15192;15328;https://cdn.myanimelist.net/images/anime/5/65959.jpg;15
Mama Puri!?Like A Mom;OVA;Finished Airing;Aug 14, 2009 to Nov 13, 2009;Hentai;6.79;N/A;N/A;6190;N/A;2
Mama wa Poyopoyo Saurus ga OsukiMama Loves the Poyopoyo-Saurus;TV;Finished Airing;Sep 2, 1995 to Aug 31, 1996;Comedy, Kids, Slice of Life;6.55;568;5573;11531;N/A;52
Mama wa Shougaku 4 NenseiMama is Just a Fourth Grade Pupil;TV;Finished Airing;Jan 10, 1992 to Dec 25, 1992;Comedy, Drama, Sci-Fi;7.21;N/A;2710;6872;N/A;51
MamahahaThe Duchess of Busty Mounds;OVA;Finished Airing;Feb 11, 2005 to May 13, 2005;Drama, Hentai, Romance;5.64;N/A;N/A;7510;N/A;2
Mame-Mofu Collab Animation;ONA;Finished Airing;2008;Comedy;5.54;372;9389;12583;https://cdn.myanimelist.net/images/anime/3/80694.jpg;1
Mameneko;TV;Finished Airing;Jan 9, 2018 to Mar 27, 2018;Slice of Life;6.03;N/A;7987;9943;https://cdn.myanimelist.net/images/anime/2/88812.jpg;12
Mameshi-Pamyu-Pamyu;Special;Finished Airing;2012 to 2013;Comedy, Parody;5.48;353;9538;12703;https://cdn.myanimelist.net/images/anime/6/80696.jpg;9
Mameshiba;Special;Finished Airing;Mar 1, 2008 to 2013;Comedy;7.08;N/A;3304;6548;https://cdn.myanimelist.net/images/anime/5/63601.jpg;24
Mameshiba Bangai-hen;Special;Finished Airing;2008 to Jun 20, 2019;Music, Comedy;5.73;369;8876;12607;https://cdn.myanimelist.net/images/anime/3/80697.jpg;5
Mameshiba Gakuen;Special;Finished Airing;Nov 19, 2015 to Jan 23, 2020;Comedy, School;5.62;480;9175;11956;https://cdn.myanimelist.net/images/anime/13/80674.jpg;8
Mameshiba the DVD Green Pea-shiba no Kutsujoku;OVA;Finished Airing;Sep 16, 2009;Comedy;N/A;370;15193;12601;https://cdn.myanimelist.net/images/anime/2/81053.jpg;4
Mameshiba x Gaist Crusher Collab CM;Special;Finished Airing;Mar 21, 2014;Comedy, Fantasy, Parody;N/A;362;15194;12648;https://cdn.myanimelist.net/images/anime/6/80692.jpg;1
Mameshiba x Tunes!;Special;Finished Airing;Nov, 2017;Magic, Parody, Shoujo;N/A;243;15195;13909;https://cdn.myanimelist.net/images/anime/1423/100491.jpg;1
Mametarou Ganbare;OVA;Finished Airing;Not available;Kids;N/A;87;15196;16666;https://cdn.myanimelist.net/images/anime/4/84586.jpg;1
Mameushi-kun;TV;Finished Airing;Oct 6, 2007 to Sep 27, 2008;Comedy, Fantasy, Kids;N/A;176;15197;14986;https://cdn.myanimelist.net/images/anime/2/34397.jpg;52
Mameushi-kun no Koutsuu Anzen;OVA;Finished Airing;2009;Drama, Kids;N/A;108;15198;16312;https://cdn.myanimelist.net/images/anime/2/74434.jpg;1
Mamimume★Mogacho;TV;Finished Airing;Jul 1, 2001 to Sep 23, 2001;Kids;N/A;230;15199;14107;https://cdn.myanimelist.net/images/anime/10/32137.jpg;13
Mamono Hunter YoukoDevil Hunter Yohko;OVA;Finished Airing;Dec 1, 1990 to Jul 1, 1995;Fantasy, Magic, Comedy, Supernatural, Horror;6.29;N/A;6823;4856;N/A;6
Mamoru Hikitsugu Watashitachi no Kurashi;ONA;Finished Airing;May 20, 2020;Music, Slice of Life;N/A;94;15200;16573;https://cdn.myanimelist.net/images/anime/1785/108594.jpg;1
